ID,Title,Year,Rating,IMDb,Genre,Platform
19646,A Monster with a Thousand Heads,2016,,6.5,Drama,Amazon Prime Video
19647,Asuraguru,2020,,3.2,Drama,Amazon Prime Video
19648,My Gun Is Quick,1957,,6.2,Drama,Amazon Prime Video
19649,Praise the Lord,2014,,3.0,Drama,Amazon Prime Video
19650,Where Love Found Me,2016,13+,6.4,Drama,Amazon Prime Video
19651,It's Us,2016,,4.7,Drama,Amazon Prime Video
19652,"Aloha, Bobby and Rose",1975,7+,6.4,Drama,Amazon Prime Video
19653,When the Bough Breaks: A Documentary About Postpartum Depression,2017,,8.6,Drama,Amazon Prime Video
19654,Kshana Kshanam,1991,,8.0,Drama,Amazon Prime Video
19655,Lamhe,1991,7+,7.4,Drama,Amazon Prime Video
19656,Wild Guitar,1962,,4.4,Drama,Amazon Prime Video
19657,Valley of Shadows,2017,16+,6.0,Drama,Amazon Prime Video
19658,States,2019,,4.1,Drama,Amazon Prime Video
19659,Shattered Spirits,1986,13+,5.9,Drama,Amazon Prime Video
19660,Days of Grace,2011,,6.7,Drama,Amazon Prime Video
19661,The Business of Amateurs,2016,16+,7.5,Drama,Amazon Prime Video
19662,The Midas Touch,1997,7+,5.2,Drama,Amazon Prime Video
19663,Diego Star,2013,18+,6.6,Drama,Amazon Prime Video
19664,Till Human Voices Wake Us,2002,18+,6.4,Drama,Amazon Prime Video
19665,Ditto,2000,,7.1,Drama,Amazon Prime Video
19666,The Eagle,1925,,6.6,Drama,Amazon Prime Video
19667,Above the Clouds,2018,,5.3,Drama,Amazon Prime Video
19668,OK,2017,,6.7,Drama,Amazon Prime Video
19669,Callie & Son,1981,,5.5,Drama,Amazon Prime Video
19670,God Don't Make the Laws,2011,18+,4.3,Drama,Amazon Prime Video
19671,Our Time Will Come,2017,13+,6.4,Drama,Amazon Prime Video
19672,The Hard Ride,1971,7+,5.4,Drama,Amazon Prime Video
19673,The Worst Year of My Life,2015,,5.3,Drama,Amazon Prime Video
19674,My Last Day Without You,2011,18+,5.7,Drama,Amazon Prime Video
19675,Devdas,1955,,8.0,Drama,Amazon Prime Video
19676,Shake Off the World,2016,,5.4,Drama,Amazon Prime Video
19677,Amar Akbar Anthony,2018,,4.3,Drama,Amazon Prime Video
19678,Diljale,1996,,5.8,Drama,Amazon Prime Video
19679,Child Bride,1938,,4.5,Drama,Amazon Prime Video
19680,Shuttle Life,2017,,6.6,Drama,Amazon Prime Video
19681,Comedy Warriors: Healing Through Humor,2014,,7.0,Drama,Amazon Prime Video
19682,"Je T'aime, I Love You Terminal",2010,,6.1,Drama,Amazon Prime Video
19683,The Trail,2013,,5.5,Drama,Amazon Prime Video
19684,Miami,2017,16+,5.5,Drama,Amazon Prime Video
19685,Four Blood Moons,2015,,4.6,Drama,Amazon Prime Video
19686,Zinda,2006,,4.9,Drama,Amazon Prime Video
19687,The Wasted Times,2016,,7.0,Drama,Amazon Prime Video
19688,My Rebound Girl,2016,,7.1,Drama,Amazon Prime Video
19689,Whale Valley,2013,,7.2,Drama,Amazon Prime Video
19690,Three Came Home,1950,,7.3,Drama,Amazon Prime Video
19691,Eenie Meenie Miney Moe,2013,,5.2,Drama,Amazon Prime Video
19692,Dhadak,2018,,4.5,Drama,Amazon Prime Video
19693,Sethu,1999,,8.1,Drama,Amazon Prime Video
19694,Jeet,1996,,5.6,Drama,Amazon Prime Video
19695,The Echo Game,2009,18+,4.2,Drama,Amazon Prime Video
19696,Ghostlight,2013,,3.8,Drama,Amazon Prime Video
19697,A Horse Called Bear,2015,,3.9,Drama,Amazon Prime Video
19698,The Deadly Breaking Sword,1979,,6.7,Drama,Amazon Prime Video
19699,Tess of the D'Urbervilles,1998,,7.7,Drama,Amazon Prime Video
19700,Auteur,2015,,5.0,Drama,Amazon Prime Video
19701,Martial Outlaw,1993,18+,5.8,Drama,Amazon Prime Video
19702,The Last Stand,2006,18+,4.1,Drama,Amazon Prime Video
19703,Sufiyum Sujatayum,2020,,5.4,Drama,Amazon Prime Video
19704,Marihuana,1936,,4.0,Drama,Amazon Prime Video
19705,Stink!,2015,all,7.2,Drama,Amazon Prime Video
19706,Beneath the 12-Mile Reef,1953,,5.8,Drama,Amazon Prime Video
19707,Shed No Tears,1948,,6.4,Drama,Amazon Prime Video
19708,Tunnel Vision,2013,18+,4.2,Drama,Amazon Prime Video
19709,Hidden Love,2007,,5.4,Drama,Amazon Prime Video
19710,Q Planes,1939,,6.5,Drama,Amazon Prime Video
19711,Portrait of Alison,1955,,6.4,Drama,Amazon Prime Video
19712,Joyless Street,1925,,7.2,Drama,Amazon Prime Video
19713,Man in the Attic,1953,,6.2,Drama,Amazon Prime Video
19714,I Can I Will I Did,2017,,7.4,Drama,Amazon Prime Video
19715,The Death Kiss,1932,,6.1,Drama,Amazon Prime Video
19716,In My Pocket,2011,18+,5.0,Drama,Amazon Prime Video
19717,Titli,2015,,7.6,Drama,Amazon Prime Video
19718,The Lady Refuses,1931,,6.0,Drama,Amazon Prime Video
19719,Kissing Candice,2018,16+,5.2,Drama,Amazon Prime Video
19720,Downriver,2015,18+,6.1,Drama,Amazon Prime Video
19721,Road to the Well,2016,,6.8,Drama,Amazon Prime Video
19722,Tulsa,1949,,6.2,Drama,Amazon Prime Video
19723,Remembrance,2011,,7.2,Drama,Amazon Prime Video
19724,A Sicilian Dream,2015,,8.4,Drama,Amazon Prime Video
19725,Mr. Christmas,2005,all,4.8,Drama,Amazon Prime Video
19726,The Invisible Men,2012,,6.7,Drama,Amazon Prime Video
19727,De guerre lasse,2014,18+,5.3,Drama,Amazon Prime Video
19728,Duke,2013,18+,4.8,Drama,Amazon Prime Video
19729,Americanizing Shelley,2007,7+,4.6,Drama,Amazon Prime Video
19730,Wild Decembers,2009,,6.4,Drama,Amazon Prime Video
19731,Hi-Riders,1978,18+,5.1,Drama,Amazon Prime Video
19732,The Chase,1991,13+,5.1,Drama,Amazon Prime Video
19733,Mad World,2010,18+,6.2,Drama,Amazon Prime Video
19734,Spivs,2004,,5.4,Drama,Amazon Prime Video
19735,Madrasapattinam,2010,,7.8,Drama,Amazon Prime Video
19736,Chandni,1989,7+,6.8,Drama,Amazon Prime Video
19737,Grinders,2011,,6.0,Drama,Amazon Prime Video
19738,The Cry Baby Killer,1958,7+,5.1,Drama,Amazon Prime Video
19739,Don't Pass Me By,2013,,5.3,Drama,Amazon Prime Video
19740,Spirit of the Game,2016,7+,5.3,Drama,Amazon Prime Video
19741,The Green Glove,1952,,6.2,Drama,Amazon Prime Video
19742,Once More,1997,,6.1,Drama,Amazon Prime Video
19743,Sorry I Love You,2013,,6.7,Drama,Amazon Prime Video
19744,A Long Way From Home,2013,,5.4,Drama,Amazon Prime Video
19745,Murder Once Removed,1971,,6.0,Drama,Amazon Prime Video
19746,Thakka Thakka,2015,,5.5,Drama,Amazon Prime Video
19747,Spirit Bear: The Simon Jackson Story,2005,,6.1,Drama,Amazon Prime Video
19748,William Kelly's War,2014,,6.4,Drama,Amazon Prime Video
19749,You Are Not I,1981,,6.7,Drama,Amazon Prime Video
19750,Beast,2011,,5.7,Drama,Amazon Prime Video
19751,"Mr. Wong, Detective",1938,,6.2,Drama,Amazon Prime Video
19752,Where is Good?,2015,13+,4.6,Drama,Amazon Prime Video
19753,The Wild Ride,1960,13+,4.5,Drama,Amazon Prime Video
19754,Campbell's Kingdom,1957,,6.3,Drama,Amazon Prime Video
19755,Idhu Enna Maayam,2015,,5.4,Drama,Amazon Prime Video
19756,Shackleton's Captain,2012,,7.5,Drama,Amazon Prime Video
19757,Redwood Highway,2013,13+,6.4,Drama,Amazon Prime Video
19758,The Big Lift,1950,,6.5,Drama,Amazon Prime Video
19759,Mad Dog Morgan,1976,18+,6.1,Drama,Amazon Prime Video
19760,Three Brothers,1981,7+,7.2,Drama,Amazon Prime Video
19761,Baghdad Messi,2012,,7.3,Drama,Amazon Prime Video
19762,Crimson Winter,2013,,2.8,Drama,Amazon Prime Video
19763,Border Caf�,2005,,7.3,Drama,Amazon Prime Video
19764,Two Acres of Land,1953,,8.4,Drama,Amazon Prime Video
19765,Your Friends Close,2013,,6.4,Drama,Amazon Prime Video
19766,Khamoshi: The Musical,1996,,7.5,Drama,Amazon Prime Video
19767,Outbreak: Anatomy of a Plague,2010,,5.8,Drama,Amazon Prime Video
19768,The River Niger,1976,18+,6.0,Drama,Amazon Prime Video
19769,Rachida,2003,,6.9,Drama,Amazon Prime Video
19770,Shadows of the Past,2009,7+,6.0,Drama,Amazon Prime Video
19771,The Pirogue,2012,,6.7,Drama,Amazon Prime Video
19772,Nannbenda,2015,all,3.6,Drama,Amazon Prime Video
19773,Vigil,1984,7+,6.9,Drama,Amazon Prime Video
19774,Guest iin London,2017,,5.4,Drama,Amazon Prime Video
19775,One of Our Aircraft Is Missing,1942,,7.0,Drama,Amazon Prime Video
19776,Jesus: He Lived Among Us,2011,,7.3,Drama,Amazon Prime Video
19777,The Fourth Wise Man,1985,7+,6.9,Drama,Amazon Prime Video
19778,Yamla Pagla Deewana,2011,7+,5.6,Drama,Amazon Prime Video
19779,Return of the Sentimental Swordsman,1981,,6.6,Drama,Amazon Prime Video
19780,Disco Godfather,1979,18+,5.4,Drama,Amazon Prime Video
19781,In the Custody of Strangers,1982,,6.6,Drama,Amazon Prime Video
19782,Dick Tracy Meets Gruesome,1947,,6.2,Drama,Amazon Prime Video
19783,Loving You,2008,,5.6,Drama,Amazon Prime Video
19784,The Racketeer,1929,,5.5,Drama,Amazon Prime Video
19785,Bawarchi,1972,,8.0,Drama,Amazon Prime Video
19786,Welcome to Paradise,2007,7+,5.7,Drama,Amazon Prime Video
19787,The Idea of Manhood,2018,,7.4,Drama,Amazon Prime Video
19788,Mugamoodi,2012,,4.9,Drama,Amazon Prime Video
19789,Mann,1999,,6.2,Drama,Amazon Prime Video
19790,Rishtey,2002,,4.6,Drama,Amazon Prime Video
19791,Cry of the Innocent,1980,,5.0,Drama,Amazon Prime Video
19792,Pinjar,2003,,8.0,Drama,Amazon Prime Video
19793,The Story of David,1976,7+,6.3,Drama,Amazon Prime Video
19794,Penguin,2020,,4.6,Drama,Amazon Prime Video
19795,The Devil's Woods,2015,,3.1,Drama,Amazon Prime Video
19796,Being Rose,2017,,5.7,Drama,Amazon Prime Video
19797,Chukkallo Chandrudu,2006,,5.5,Drama,Amazon Prime Video
19798,Party Girl,2014,,6.4,Drama,Amazon Prime Video
19799,Karam,2005,,5.5,Drama,Amazon Prime Video
19800,You Are My Sunshine,2005,all,7.0,Drama,Amazon Prime Video
19801,Apne,2007,,6.0,Drama,Amazon Prime Video
19802,The Happy Ending,1969,18+,6.3,Drama,Amazon Prime Video
19803,Clutter,2013,,5.9,Drama,Amazon Prime Video
19804,"I, Me aur Main",2013,,4.6,Drama,Amazon Prime Video
19805,Aisha,2010,7+,5.0,Drama,Amazon Prime Video
19806,The Last of the Mohicans,1920,,6.7,Drama,Amazon Prime Video
19807,The Four Feathers,1978,,6.5,Drama,Amazon Prime Video
19808,Short Skin,2014,,6.3,Drama,Amazon Prime Video
19809,Point of Terror,1971,18+,3.9,Drama,Amazon Prime Video
19810,Jew Suss: Rise and Fall,2010,13+,6.1,Drama,Amazon Prime Video
19811,Icaros: A Vision,2017,,6.1,Drama,Amazon Prime Video
19812,Pride of the Bowery,1940,all,6.2,Drama,Amazon Prime Video
19813,Beloved Enemy,1936,7+,6.3,Drama,Amazon Prime Video
19814,Come and Get It,1936,,6.9,Drama,Amazon Prime Video
19815,The Prize,2011,,6.6,Drama,Amazon Prime Video
19816,The Beloved Rogue,1927,,6.8,Drama,Amazon Prime Video
19817,Bobby Jasoos,2014,,5.5,Drama,Amazon Prime Video
19818,Berlin Tunnel 21,1981,,7.1,Drama,Amazon Prime Video
19819,Flying Wild,1941,,5.8,Drama,Amazon Prime Video
19820,Short Eyes,1977,18+,7.1,Drama,Amazon Prime Video
19821,The Divorce of Lady X,1938,,6.6,Drama,Amazon Prime Video
19822,Bottled Life: Nestle's Business with Water,2012,,6.8,Drama,Amazon Prime Video
19823,The World of Us,2016,,7.5,Drama,Amazon Prime Video
19824,Beyond Tomorrow,1940,,6.6,Drama,Amazon Prime Video
19825,When the Day Breaks,1999,,6.8,Drama,Amazon Prime Video
19826,Padi Padi Leche Manasu,2018,,6.4,Drama,Amazon Prime Video
19827,The Black Godfather,1974,18+,4.6,Drama,Amazon Prime Video
19828,Buckshot,2017,,5.9,Drama,Amazon Prime Video
19829,The Death of Richie,1977,,7.0,Drama,Amazon Prime Video
19830,Yellowneck,1955,,4.3,Drama,Amazon Prime Video
19831,Love Trilogy: Reborn,2020,,6.5,Drama,Amazon Prime Video
19832,Cyrano de Bergerac,1950,,7.5,Drama,Amazon Prime Video
19833,Pyaasa,1957,,8.5,Drama,Amazon Prime Video
19834,A Man of No Importance,1994,18+,6.7,Drama,Amazon Prime Video
19835,Cafe Society,1997,18+,5.6,Drama,Amazon Prime Video
19836,Hidden Moon,2012,7+,5.7,Drama,Amazon Prime Video
19837,Axolotl Overkill,2017,,5.3,Drama,Amazon Prime Video
19838,24 Hour Love,2013,18+,3.9,Drama,Amazon Prime Video
19839,Judge Archer,2012,13+,6.2,Drama,Amazon Prime Video
19840,Dick Tracy's Dilemma,1947,,6.0,Drama,Amazon Prime Video
19841,Finding Home,2014,,8.0,Drama,Amazon Prime Video
19842,Smart Alecks,1942,,6.0,Drama,Amazon Prime Video
19843,Face 2 Face,2012,,3.3,Drama,Amazon Prime Video
19844,Priya,1978,,5.9,Drama,Amazon Prime Video
19845,Tar Pit,2015,,6.6,Drama,Amazon Prime Video
19846,Raja the Great,2017,all,6.5,Drama,Amazon Prime Video
19847,One Day,2017,,6.6,Drama,Amazon Prime Video
19848,The Children of Sanchez,1978,18+,6.4,Drama,Amazon Prime Video
19849,Hollow City,2004,,6.6,Drama,Amazon Prime Video
19850,St. Peter,2005,13+,7.0,Drama,Amazon Prime Video
19851,8 X 10 Tasveer,2009,7+,5.4,Drama,Amazon Prime Video
19852,The Perfect Summer,2013,,5.3,Drama,Amazon Prime Video
19853,Preacherman,1971,18+,4.7,Drama,Amazon Prime Video
19854,Elvis Lives!,2016,,2.9,Drama,Amazon Prime Video
19855,Lord Love a Duck,1966,,6.5,Drama,Amazon Prime Video
19856,The Devil's Eight,1969,13+,5.3,Drama,Amazon Prime Video
19857,Eight,2015,,5.3,Drama,Amazon Prime Video
19858,20 Weeks,2018,,4.9,Drama,Amazon Prime Video
19859,The Picture of Dorian Gray,1973,,6.4,Drama,Amazon Prime Video
19860,Stretch Marks,2018,,5.7,Drama,Amazon Prime Video
19861,Low Life,2012,,5.5,Drama,Amazon Prime Video
19862,The Greatest,1977,7+,6.0,Drama,Amazon Prime Video
19863,Godless,2016,,6.1,Drama,Amazon Prime Video
19864,Invincible Obsessed Fighter,1983,,5.0,Drama,Amazon Prime Video
19865,16-Dec,2002,,6.9,Drama,Amazon Prime Video
19866,Martial Club,1981,18+,7.1,Drama,Amazon Prime Video
19867,Quicksand,1950,,6.6,Drama,Amazon Prime Video
19868,Soccer City,2011,,6.0,Drama,Amazon Prime Video
19869,Senior Project,2015,,5.4,Drama,Amazon Prime Video
19870,Aap Mujhe Achche Lagne Lage,2002,all,3.1,Drama,Amazon Prime Video
19871,Mambo,1954,,5.7,Drama,Amazon Prime Video
19872,Animals,2012,13+,6.2,Drama,Amazon Prime Video
19873,Under Jakob's Ladder,2011,,6.0,Drama,Amazon Prime Video
19874,Fine Dead Girls,2002,,7.2,Drama,Amazon Prime Video
19875,An Accidental Soldier,2013,,6.9,Drama,Amazon Prime Video
19876,Status Pending,2019,,4.9,Drama,Amazon Prime Video
19877,Hearts in Bondage,1936,,5.4,Drama,Amazon Prime Video
19878,"Don't Ask, Don't Tell",2011,,7.9,Drama,Amazon Prime Video
19879,Deewaar: Let's Bring Our Heroes Home,2004,,6.1,Drama,Amazon Prime Video
19880,Smash-Up: The Story of a Woman,1947,,6.4,Drama,Amazon Prime Video
19881,Driftwood,2016,,4.7,Drama,Amazon Prime Video
19882,Mad Youth,1940,,5.2,Drama,Amazon Prime Video
19883,Silsila,1981,7+,7.3,Drama,Amazon Prime Video
19884,Top of the Heap,1972,18+,6.5,Drama,Amazon Prime Video
19885,Within,2009,18+,5.3,Drama,Amazon Prime Video
19886,Tumbleweeds,1925,all,6.5,Drama,Amazon Prime Video
19887,The Sleeping Tiger,1954,,6.5,Drama,Amazon Prime Video
19888,Babygirl,2012,,6.0,Drama,Amazon Prime Video
19889,Orthodox,2014,,5.1,Drama,Amazon Prime Video
19890,The Proud and Damned,1972,7+,4.5,Drama,Amazon Prime Video
19891,Stevie,2008,13+,5.0,Drama,Amazon Prime Video
19892,Captain Jack,1999,,6.3,Drama,Amazon Prime Video
19893,Community Theater Christmas,2019,,7.1,Drama,Amazon Prime Video
19894,Prince,2010,,4.2,Drama,Amazon Prime Video
19895,Save Yourself,2019,,5.9,Drama,Amazon Prime Video
19896,Yeh Raaste Hain Pyaar Ke,2001,,4.1,Drama,Amazon Prime Video
19897,Shady,2012,,6.7,Drama,Amazon Prime Video
19898,Woven,2016,,4.9,Drama,Amazon Prime Video
19899,Street People,1976,18+,5.2,Drama,Amazon Prime Video
19900,The Last Chance,1945,,6.7,Drama,Amazon Prime Video
19901,Sucker Money,1933,,4.8,Drama,Amazon Prime Video
19902,Ride Out for Revenge,1957,,5.8,Drama,Amazon Prime Video
19903,Thirst,2004,,6.6,Drama,Amazon Prime Video
19904,All Forgotten,2001,13+,4.9,Drama,Amazon Prime Video
19905,Your Next Life,2004,,6.5,Drama,Amazon Prime Video
19906,The Current: Explore the Healing Powers of the Ocean,2014,,6.6,Drama,Amazon Prime Video
19907,Bark,2002,18+,5.0,Drama,Amazon Prime Video
19908,Saviors,2018,,5.0,Drama,Amazon Prime Video
19909,Road North,2012,,6.4,Drama,Amazon Prime Video
19910,The Brick House,2013,,5.0,Drama,Amazon Prime Video
19911,Garbage,2018,,3.3,Drama,Amazon Prime Video
19912,Freight Train: Slayer of Innocence,2017,,5.8,Drama,Amazon Prime Video
19913,The Secret Handshake,2015,all,5.7,Drama,Amazon Prime Video
19914,Calloused Hands,2013,,7.9,Drama,Amazon Prime Video
19915,Crossroads: One Two Jaga,2018,,6.5,Drama,Amazon Prime Video
19916,Andaaz,2003,,5.3,Drama,Amazon Prime Video
19917,Halima's Path,2012,,8.1,Drama,Amazon Prime Video
19918,Alena,2015,18+,5.5,Drama,Amazon Prime Video
19919,Believe,2019,,5.0,Drama,Amazon Prime Video
19920,D-Day,2013,7+,7.2,Drama,Amazon Prime Video
19921,Lost Creek,2016,7+,4.6,Drama,Amazon Prime Video
19922,92 in the Shade,1975,18+,6.2,Drama,Amazon Prime Video
19923,State of Play,2013,,6.4,Drama,Amazon Prime Video
19924,The Berlin Affair,1985,18+,5.5,Drama,Amazon Prime Video
19925,Hero,2019,,6.4,Drama,Amazon Prime Video
19926,Kill and Kill Again,1981,7+,5.1,Drama,Amazon Prime Video
19927,Myth,2019,,6.1,Drama,Amazon Prime Video
19928,Go Go G-Boys,2006,,5.4,Drama,Amazon Prime Video
19929,Beat Girl,1960,,6.0,Drama,Amazon Prime Video
19930,The Sailor Who Fell from Grace with the Sea,1976,18+,6.3,Drama,Amazon Prime Video
19931,Abraham Lincoln,1930,,5.7,Drama,Amazon Prime Video
19932,The Big Racket,1976,,7.2,Drama,Amazon Prime Video
19933,The Dark Side of Opulent,2020,,2.5,Drama,Amazon Prime Video
19934,Lady Cocoa,1975,18+,4.9,Drama,Amazon Prime Video
19935,The Wedding Dress,2001,7+,6.7,Drama,Amazon Prime Video
19936,Suicide Squad,1935,,4.5,Drama,Amazon Prime Video
19937,Wolf,2012,,6.9,Drama,Amazon Prime Video
19938,One More Kiss,1999,,6.1,Drama,Amazon Prime Video
19939,2 or 3 Things I Know About Him,2005,,7.4,Drama,Amazon Prime Video
19940,The Promise of Love,1980,,6.2,Drama,Amazon Prime Video
19941,The Feelings Factory,2008,,6.0,Drama,Amazon Prime Video
19942,They Made Me a Criminal,1939,,6.8,Drama,Amazon Prime Video
19943,Electric Shadows,2004,,7.5,Drama,Amazon Prime Video
19944,Lie Low,2019,,5.0,Drama,Amazon Prime Video
19945,Field Punishment No.1,2014,,7.0,Drama,Amazon Prime Video
19946,Thamizhan,2002,,5.2,Drama,Amazon Prime Video
19947,Waru,2017,,6.3,Drama,Amazon Prime Video
19948,April in Autumn,2018,,4.4,Drama,Amazon Prime Video
19949,102 Not Out,2018,7+,7.4,Drama,Amazon Prime Video
19950,Alone with a Stranger,2000,18+,5.0,Drama,Amazon Prime Video
19951,Confess,2005,18+,5.0,Drama,Amazon Prime Video
19952,HENRi,2013,,7.2,Drama,Amazon Prime Video
19953,The Nightmare Gallery,2019,,3.7,Drama,Amazon Prime Video
19954,Kodi,2016,,6.8,Drama,Amazon Prime Video
19955,Colby,2016,13+,6.4,Drama,Amazon Prime Video
19956,Death in Small Doses,1957,,6.1,Drama,Amazon Prime Video
19957,Kaloori,2007,,7.3,Drama,Amazon Prime Video
19958,Tiger Raid,2016,,4.3,Drama,Amazon Prime Video
19959,Hamlet & Hutch,2014,all,6.1,Drama,Amazon Prime Video
19960,Ambush Bay,1966,,5.5,Drama,Amazon Prime Video
19961,Swim Little Fish Swim,2014,all,6.5,Drama,Amazon Prime Video
19962,Virginia's Run,2002,7+,6.3,Drama,Amazon Prime Video
19963,9-Ball,2012,,5.0,Drama,Amazon Prime Video
19964,Love Arcadia,2015,,6.8,Drama,Amazon Prime Video
19965,Our Town,1940,,6.6,Drama,Amazon Prime Video
19966,Buried Alive,1939,7+,4.7,Drama,Amazon Prime Video
19967,Astraea,2015,,6.5,Drama,Amazon Prime Video
19968,Sole Proprietor,2016,,4.1,Drama,Amazon Prime Video
19969,Deadline,1987,18+,5.4,Drama,Amazon Prime Video
19970,Shield for Murder,1954,,6.9,Drama,Amazon Prime Video
19971,Pluto,2012,,6.3,Drama,Amazon Prime Video
19972,Slightly Honorable,1939,,6.1,Drama,Amazon Prime Video
19973,Night Mayor,2009,,7.0,Drama,Amazon Prime Video
19974,Soul Brothers of Kung Fu,1977,18+,6.6,Drama,Amazon Prime Video
19975,Land of Leopold,2014,,5.4,Drama,Amazon Prime Video
19976,Mithya,2008,,7.1,Drama,Amazon Prime Video
19977,Mama�s Girl,2018,7+,7.9,Drama,Amazon Prime Video
19978,A Child's Christmas in Wales,1987,,7.4,Drama,Amazon Prime Video
19979,In the Blood,2016,,6.0,Drama,Amazon Prime Video
19980,Raju Ban Gaya Gentleman,1992,all,6.8,Drama,Amazon Prime Video
19981,The Little Traitor,2009,7+,7.0,Drama,Amazon Prime Video
19982,Ktown Cowboys,2015,18+,6.8,Drama,Amazon Prime Video
19983,The Savage Five,1974,18+,6.5,Drama,Amazon Prime Video
19984,Jaanwar,1999,,5.9,Drama,Amazon Prime Video
19985,Incident in an Alley,1962,,5.6,Drama,Amazon Prime Video
19986,Hamlet in the Golden Vale,2018,,6.5,Drama,Amazon Prime Video
19987,My Boys Are Good Boys,1978,7+,4.7,Drama,Amazon Prime Video
19988,Treasures of the Snow,1980,,7.1,Drama,Amazon Prime Video
19989,Cape Karma,2007,,4.3,Drama,Amazon Prime Video
19990,Attagasam,2004,,6.4,Drama,Amazon Prime Video
19991,Yesterday's Hero,1979,,4.8,Drama,Amazon Prime Video
19992,Hot Summer Week,1972,7+,3.2,Drama,Amazon Prime Video
19993,Samurai,2002,,6.3,Drama,Amazon Prime Video
19994,Ponmagal Vandhal,2020,,6.8,Drama,Amazon Prime Video
19995,The German Friend,2012,,6.0,Drama,Amazon Prime Video
19996,We Are Mari Pepa,2013,,6.9,Drama,Amazon Prime Video
19997,Ee Nagaraniki Emaindi,2018,,7.9,Drama,Amazon Prime Video
19998,Rag Tag,2006,,5.8,Drama,Amazon Prime Video
19999,Darna Mana Hai,2003,,6.3,Drama,Amazon Prime Video
20000,Luther,2017,,8.4,Drama,Amazon Prime Video
20001,Sunset in My Hometown,2018,13+,6.2,Drama,Amazon Prime Video
20002,Karma,2015,,6.5,Drama,Amazon Prime Video
20003,The Lost Choices,2015,,6.0,Drama,Amazon Prime Video
20004,The Black Velvet Gown,1993,,7.0,Drama,Amazon Prime Video
20005,Miles to Go,2012,,7.4,Drama,Amazon Prime Video
20006,Trapped,1949,,6.3,Drama,Amazon Prime Video
20007,The Red Fury,1984,7+,6.3,Drama,Amazon Prime Video
20008,Namak Halaal,1982,all,7.3,Drama,Amazon Prime Video
20009,Across the Waters,2016,,6.2,Drama,Amazon Prime Video
20010,Little Terrors,2014,,5.8,Drama,Amazon Prime Video
20011,Ninaithale Inikkum,1979,,6.9,Drama,Amazon Prime Video
20012,Honor Thy Father,1973,,5.2,Drama,Amazon Prime Video
20013,Enter the Game of Death,1978,,5.7,Drama,Amazon Prime Video
20014,Approaching Midnight,2013,7+,4.2,Drama,Amazon Prime Video
20015,Seven Deadly Words,2013,all,5.7,Drama,Amazon Prime Video
20016,Paradise Trips,2015,,6.3,Drama,Amazon Prime Video
20017,The Borrowed Christmas,2014,,4.1,Drama,Amazon Prime Video
20018,Incident on a Dark Street,1973,7+,5.0,Drama,Amazon Prime Video
20019,Mirzya,2016,,4.6,Drama,Amazon Prime Video
20020,A Perfect Chord,2015,,6.3,Drama,Amazon Prime Video
20021,Dorian Gray,1970,18+,5.9,Drama,Amazon Prime Video
20022,Fatherland,2015,,6.6,Drama,Amazon Prime Video
20023,The Star Next Door,2017,,6.5,Drama,Amazon Prime Video
20024,Shaolin Deadly Kicks,1982,,5.5,Drama,Amazon Prime Video
20025,The Clairvoyant,1935,all,6.7,Drama,Amazon Prime Video
20026,Dinner for Few,2015,,7.7,Drama,Amazon Prime Video
20027,A Letter to Dad,2009,,5.1,Drama,Amazon Prime Video
20028,The Dawn Of A New Day,2011,,6.8,Drama,Amazon Prime Video
20029,The Christmas Wife,1988,,6.2,Drama,Amazon Prime Video
20030,Traffic Signal,2007,,6.5,Drama,Amazon Prime Video
20031,Streets of Rage,1994,,3.9,Drama,Amazon Prime Video
20032,Bottled Up: The Battle over Dublin Dr. Pepper,2013,,7.0,Drama,Amazon Prime Video
20033,My Kuya's Wedding,2007,,7.2,Drama,Amazon Prime Video
20034,Ray Meets Helen,2018,,5.3,Drama,Amazon Prime Video
